label,cnn_prob,spectral_score,hybrid_prob,prediction,threshold
1,0.458929,0.10753544047474861,0.4316487784690483,0,0.5060301507537689
1,0.4716805,0.08320900285616517,0.45601353246095516,0,0.5060301507537689
1,0.44781038,0.10624014958739281,0.407500182688606,0,0.5060301507537689
1,0.46170852,0.10268063843250275,0.4369998607340938,0,0.5060301507537689
0,0.45537046,0.11739685758948326,0.4253398545959619,0,0.5060301507537689
0,0.45700848,0.07885492965579033,0.4234026853683688,0,0.5060301507537689
0,0.45990202,0.10720479488372803,0.4337159207852415,0,0.5060301507537689
0,0.4942526,0.16032176464796066,0.5170675948731707,1,0.5060301507537689
0,0.46126553,0.1150796189904213,0.43781057734603224,0,0.5060301507537689
0,0.4565357,0.10780426301062107,0.42649703129224115,0,0.5060301507537689
1,0.99961776,0.20900063887238501,0.9897522011614069,1,0.5060301507537689
1,0.45537978,0.13267840072512627,0.4275353257621774,0,0.5060301507537689
0,0.46288127,0.10327225178480148,0.43964058126691247,0,0.5060301507537689
1,0.4545466,0.14167413488030434,0.4270115436541512,0,0.5060301507537689
1,0.4507566,0.113609828799963,0.41485307415245665,0,0.5060301507537689
1,0.45931026,0.09086287394165993,0.4300970076993787,0,0.5060301507537689
0,0.46266288,0.08102931827306747,0.4359785538280015,0,0.5060301507537689
0,0.45694548,0.10163758136332035,0.42650649674972085,0,0.5060301507537689
0,0.45997274,0.08166690915822983,0.4302226782450769,0,0.5060301507537689
1,0.4509857,0.1017323300242424,0.41366786035699576,0,0.5060301507537689
0,0.44634798,0.06857637614011765,0.3991099902891732,0,0.5060301507537689
1,0.9987851,0.2055170502513647,0.9896564320982152,1,0.5060301507537689
1,0.45997837,0.14207491278648376,0.4388732142312718,0,0.5060301507537689
1,0.99997485,0.17945709228515624,0.9896088878105076,1,0.5060301507537689
0,0.46060663,0.0861763246357441,0.432242725818117,0,0.5060301507537689
1,0.9999995,0.29163257479667665,0.9902613055232669,1,0.5060301507537689
1,0.46301723,0.08951230347156525,0.43796494163865407,0,0.5060301507537689
0,0.467267,0.08968213386833668,0.4472705003072329,0,0.5060301507537689
0,0.4477423,0.09368325490504503,0.4055916492559507,0,0.5060301507537689
0,0.58399737,0.2035648375749588,0.7084633845884226,1,0.5060301507537689
0,0.4545307,0.0985639588907361,0.42085004423468886,0,0.5060301507537689
1,0.9996603,0.2060259260237217,0.989738453722412,1,0.5060301507537689
0,0.46330196,0.08400554955005646,0.4377965197476094,0,0.5060301507537689
1,0.4568777,0.05249675735831261,0.41938022596506014,0,0.5060301507537689
0,0.45581684,0.09366320818662643,0.42293135808265264,0,0.5060301507537689
1,0.4639222,0.10661432892084122,0.4423917367985264,0,0.5060301507537689
1,0.45757055,0.11562776006758213,0.4298548330780986,0,0.5060301507537689
1,0.47998714,0.1279238797724247,0.48079855525728504,0,0.5060301507537689
0,0.46220374,0.08734846860170364,0.43588342687206444,0,0.5060301507537689
1,0.46780595,0.07774588093161583,0.44673269161888984,0,0.5060301507537689
0,0.4553875,0.0781864020973444,0.41980857218606943,0,0.5060301507537689
1,0.45685822,0.14361847192049026,0.4323034475980733,0,0.5060301507537689
1,0.99999845,0.28259556889534,0.990210361613097,1,0.5060301507537689
1,1.0,0.220496866106987,0.9898538816483617,1,0.5060301507537689
1,0.54068375,0.22368403375148774,0.6262602520225667,1,0.5060301507537689
0,0.47153047,0.08341245353221893,0.4557134650026983,0,0.5060301507537689
0,0.47334275,0.1265404149889946,0.46593572250379095,0,0.5060301507537689
0,0.45007068,0.09992907382547855,0.41145039184383203,0,0.5060301507537689
0,0.4510918,0.0976999968290329,0.41332650918936964,0,0.5060301507537689
0,0.4620372,0.07371233031153679,0.43357095426219333,0,0.5060301507537689
1,0.4539871,0.09708721376955509,0.4194682912852092,0,0.5060301507537689
1,0.46216983,0.0976850613951683,0.4372893174459915,0,0.5060301507537689
0,0.45808488,0.06327533815056086,0.4235154289751918,0,0.5060301507537689
1,0.99999136,0.20753496661782264,0.989777064963731,1,0.5060301507537689
1,0.45843643,0.17015205696225166,0.4395358590449883,0,0.5060301507537689
1,0.46339953,0.11298955976963043,0.44216561619630507,0,0.5060301507537689
0,0.4608288,0.15449059754610062,0.44250986861454294,0,0.5060301507537689
0,0.45229676,0.0863719554618001,0.414314819163234,0,0.5060301507537689
0,0.46278217,0.09680374711751938,0.4384973672214695,0,0.5060301507537689
0,0.44870847,0.13116338849067688,0.41293294050295887,0,0.5060301507537689
1,0.44976327,0.14286808297038078,0.4168533306851122,0,0.5060301507537689
0,0.46326253,0.08846591785550117,0.4383496088665077,0,0.5060301507537689
0,0.44717398,0.1211978318169713,0.4082419614323955,0,0.5060301507537689
0,0.4551478,0.15651092678308487,0.4304298539773494,0,0.5060301507537689
1,0.4563128,0.11844339221715927,0.42752922041808683,0,0.5060301507537689
1,0.45317826,0.13101830706000328,0.4225365095013147,0,0.5060301507537689
0,0.4593884,0.15259765833616257,0.4390952009453136,0,0.5060301507537689
0,0.46201202,0.09645606577396393,0.4367696390547439,0,0.5060301507537689
1,0.45881864,0.10919931717216969,0.43164666908675814,0,0.5060301507537689
1,0.45181608,0.13934506848454475,0.42077761528108865,0,0.5060301507537689
0,0.45618683,0.1046601440757513,0.425294495433737,0,0.5060301507537689
1,0.46017575,0.11313707754015923,0.43515959819374045,0,0.5060301507537689
1,0.99967444,0.24985571969300507,0.9899955503541451,1,0.5060301507537689
0,0.4546827,0.13235735334455967,0.4259799980388436,0,0.5060301507537689
0,0.4556609,0.13989972323179245,0.42917381919163206,0,0.5060301507537689
